;period;to_agent;from_agent;settlement_type;amount;description
380;95; Firmf0; Bankb0;deposits;4706.17182563427;interest deposits
381;95; Firmf1; Bankb0;deposits;4706.17182563427;interest deposits
382;95;Householdhh0; Bankb1;deposits;4706.17182563427;interest deposits
383;95;Householdhh1; Bankb1;deposits;4706.17182563427;interest deposits
384;96; Firmf0; Bankb0;deposits;5176.7890081976975;interest deposits
385;96; Firmf1; Bankb0;deposits;5176.7890081976975;interest deposits
386;96;Householdhh0; Bankb1;deposits;5176.7890081976975;interest deposits
387;96;Householdhh1; Bankb1;deposits;5176.7890081976975;interest deposits
388;97; Firmf0; Bankb0;deposits;5694.467909017467;interest deposits
389;97; Firmf1; Bankb0;deposits;5694.467909017467;interest deposits
390;97;Householdhh0; Bankb1;deposits;5694.467909017467;interest deposits
391;97;Householdhh1; Bankb1;deposits;5694.467909017467;interest deposits
392;98; Firmf0; Bankb0;deposits;6263.9146999192135;interest deposits
393;98; Firmf1; Bankb0;deposits;6263.9146999192135;interest deposits
394;98;Householdhh0; Bankb1;deposits;6263.9146999192135;interest deposits
395;98;Householdhh1; Bankb1;deposits;6263.9146999192135;interest deposits
396;99; Firmf0; Bankb0;deposits;6890.306169911135;interest deposits
397;99; Firmf1; Bankb0;deposits;6890.306169911135;interest deposits
398;99;Householdhh0; Bankb1;deposits;6890.306169911135;interest deposits
399;99;Householdhh1; Bankb1;deposits;6890.306169911135;interest deposits
400;100; Firmf0; Bankb0;deposits;7579.336786902248;interest deposits
401;100; Firmf1; Bankb0;deposits;7579.336786902248;interest deposits
402;100;Householdhh0; Bankb1;deposits;7579.336786902248;interest deposits
403;100;Householdhh1; Bankb1;deposits;7579.336786902248;interest deposits
404;101; Firmf0; Bankb0;deposits;8337.270465592474;interest deposits
405;101; Firmf1; Bankb0;deposits;8337.270465592474;interest deposits
406;101;Householdhh0; Bankb1;deposits;8337.270465592474;interest deposits
407;101;Householdhh1; Bankb1;deposits;8337.270465592474;interest deposits
408;102; Firmf0; Bankb0;deposits;9170.99751215172;interest deposits
409;102; Firmf1; Bankb0;deposits;9170.99751215172;interest deposits
410;102;Householdhh0; Bankb1;deposits;9170.99751215172;interest deposits
411;102;Householdhh1; Bankb1;deposits;9170.99751215172;interest deposits
412;103; Firmf0; Bankb0;deposits;10088.097263366893;interest deposits
413;103; Firmf1; Bankb0;deposits;10088.097263366893;interest deposits
414;103;Householdhh0; Bankb1;deposits;10088.097263366893;interest deposits
415;103;Householdhh1; Bankb1;deposits;10088.097263366893;interest deposits
416;104; Firmf0; Bankb0;deposits;11096.90698970358;interest deposits
417;104; Firmf1; Bankb0;deposits;11096.90698970358;interest deposits
418;104;Householdhh0; Bankb1;deposits;11096.90698970358;interest deposits
419;104;Householdhh1; Bankb1;deposits;11096.90698970358;interest deposits
420;105; Firmf0; Bankb0;deposits;12206.597688673939;interest deposits
421;105; Firmf1; Bankb0;deposits;12206.597688673939;interest deposits
422;105;Householdhh0; Bankb1;deposits;12206.597688673939;interest deposits
423;105;Householdhh1; Bankb1;deposits;12206.597688673939;interest deposits
424;106; Firmf0; Bankb0;deposits;13427.257457541335;interest deposits
425;106; Firmf1; Bankb0;deposits;13427.257457541335;interest deposits
426;106;Householdhh0; Bankb1;deposits;13427.257457541335;interest deposits
427;106;Householdhh1; Bankb1;deposits;13427.257457541335;interest deposits
428;107; Firmf0; Bankb0;deposits;14769.983203295467;interest deposits
429;107; Firmf1; Bankb0;deposits;14769.983203295467;interest deposits
430;107;Householdhh0; Bankb1;deposits;14769.983203295467;interest deposits
431;107;Householdhh1; Bankb1;deposits;14769.983203295467;interest deposits
432;108; Firmf0; Bankb0;deposits;16246.981523625014;interest deposits
433;108; Firmf1; Bankb0;deposits;16246.981523625014;interest deposits
434;108;Householdhh0; Bankb1;deposits;16246.981523625014;interest deposits
435;108;Householdhh1; Bankb1;deposits;16246.981523625014;interest deposits
436;109; Firmf0; Bankb0;deposits;17871.679675987514;interest deposits
437;109; Firmf1; Bankb0;deposits;17871.679675987514;interest deposits
438;109;Householdhh0; Bankb1;deposits;17871.679675987514;interest deposits
439;109;Householdhh1; Bankb1;deposits;17871.679675987514;interest deposits
440;110; Firmf0; Bankb0;deposits;19658.847643586265;interest deposits
441;110; Firmf1; Bankb0;deposits;19658.847643586265;interest deposits
442;110;Householdhh0; Bankb1;deposits;19658.847643586265;interest deposits
443;110;Householdhh1; Bankb1;deposits;19658.847643586265;interest deposits
444;111; Firmf0; Bankb0;deposits;21624.73240794489;interest deposits
445;111; Firmf1; Bankb0;deposits;21624.73240794489;interest deposits
446;111;Householdhh0; Bankb1;deposits;21624.73240794489;interest deposits
447;111;Householdhh1; Bankb1;deposits;21624.73240794489;interest deposits
448;112; Firmf0; Bankb0;deposits;23787.205648739382;interest deposits
449;112; Firmf1; Bankb0;deposits;23787.205648739382;interest deposits
450;112;Householdhh0; Bankb1;deposits;23787.205648739382;interest deposits
451;112;Householdhh1; Bankb1;deposits;23787.205648739382;interest deposits
452;113; Firmf0; Bankb0;deposits;26165.92621361332;interest deposits
453;113; Firmf1; Bankb0;deposits;26165.92621361332;interest deposits
454;113;Householdhh0; Bankb1;deposits;26165.92621361332;interest deposits
455;113;Householdhh1; Bankb1;deposits;26165.92621361332;interest deposits
456;114; Firmf0; Bankb0;deposits;28782.518834974653;interest deposits
457;114; Firmf1; Bankb0;deposits;28782.518834974653;interest deposits
458;114;Householdhh0; Bankb1;deposits;28782.518834974653;interest deposits
459;114;Householdhh1; Bankb1;deposits;28782.518834974653;interest deposits
460;115; Firmf0; Bankb0;deposits;31660.770718472122;interest deposits
461;115; Firmf1; Bankb0;deposits;31660.770718472122;interest deposits
462;115;Householdhh0; Bankb1;deposits;31660.770718472122;interest deposits
463;115;Householdhh1; Bankb1;deposits;31660.770718472122;interest deposits
464;116; Firmf0; Bankb0;deposits;34826.847790319334;interest deposits
465;116; Firmf1; Bankb0;deposits;34826.847790319334;interest deposits
466;116;Householdhh0; Bankb1;deposits;34826.847790319334;interest deposits
467;116;Householdhh1; Bankb1;deposits;34826.847790319334;interest deposits
468;117; Firmf0; Bankb0;deposits;38309.53256935127;interest deposits
469;117; Firmf1; Bankb0;deposits;38309.53256935127;interest deposits
470;117;Householdhh0; Bankb1;deposits;38309.53256935127;interest deposits
471;117;Householdhh1; Bankb1;deposits;38309.53256935127;interest deposits
472;118; Firmf0; Bankb0;deposits;42140.4858262864;interest deposits
473;118; Firmf1; Bankb0;deposits;42140.4858262864;interest deposits
474;118;Householdhh0; Bankb1;deposits;42140.4858262864;interest deposits
475;118;Householdhh1; Bankb1;deposits;42140.4858262864;interest deposits
476;119; Firmf0; Bankb0;deposits;46354.53440891503;interest deposits
477;119; Firmf1; Bankb0;deposits;46354.53440891503;interest deposits
478;119;Householdhh0; Bankb1;deposits;46354.53440891503;interest deposits
479;119;Householdhh1; Bankb1;deposits;46354.53440891503;interest deposits
480;120; Firmf0; Bankb0;deposits;50989.98784980654;interest deposits
481;120; Firmf1; Bankb0;deposits;50989.98784980654;interest deposits
482;120;Householdhh0; Bankb1;deposits;50989.98784980654;interest deposits
483;120;Householdhh1; Bankb1;deposits;50989.98784980654;interest deposits
484;121; Firmf0; Bankb0;deposits;56088.98663478719;interest deposits
485;121; Firmf1; Bankb0;deposits;56088.98663478719;interest deposits
486;121;Householdhh0; Bankb1;deposits;56088.98663478719;interest deposits
487;121;Householdhh1; Bankb1;deposits;56088.98663478719;interest deposits
488;122; Firmf0; Bankb0;deposits;61697.8852982659;interest deposits
489;122; Firmf1; Bankb0;deposits;61697.8852982659;interest deposits
490;122;Householdhh0; Bankb1;deposits;61697.8852982659;interest deposits
491;122;Householdhh1; Bankb1;deposits;61697.8852982659;interest deposits
492;123; Firmf0; Bankb0;deposits;67867.6738280925;interest deposits
493;123; Firmf1; Bankb0;deposits;67867.6738280925;interest deposits
494;123;Householdhh0; Bankb1;deposits;67867.6738280925;interest deposits
495;123;Householdhh1; Bankb1;deposits;67867.6738280925;interest deposits
496;124; Firmf0; Bankb0;deposits;74654.44121090176;interest deposits
497;124; Firmf1; Bankb0;deposits;74654.44121090176;interest deposits
498;124;Householdhh0; Bankb1;deposits;74654.44121090176;interest deposits
499;124;Householdhh1; Bankb1;deposits;74654.44121090176;interest deposits
500;125; Firmf0; Bankb0;deposits;82119.88533199193;interest deposits
501;125; Firmf1; Bankb0;deposits;82119.88533199193;interest deposits
502;125;Householdhh0; Bankb1;deposits;82119.88533199193;interest deposits
503;125;Householdhh1; Bankb1;deposits;82119.88533199193;interest deposits
504;126; Firmf0; Bankb0;deposits;90331.87386519113;interest deposits
505;126; Firmf1; Bankb0;deposits;90331.87386519113;interest deposits
506;126;Householdhh0; Bankb1;deposits;90331.87386519113;interest deposits
507;126;Householdhh1; Bankb1;deposits;90331.87386519113;interest deposits
508;127; Firmf0; Bankb0;deposits;99365.06125171023;interest deposits
509;127; Firmf1; Bankb0;deposits;99365.06125171023;interest deposits
510;127;Householdhh0; Bankb1;deposits;99365.06125171023;interest deposits
511;127;Householdhh1; Bankb1;deposits;99365.06125171023;interest deposits
512;128; Firmf0; Bankb0;deposits;109301.56737688126;interest deposits
513;128; Firmf1; Bankb0;deposits;109301.56737688126;interest deposits
514;128;Householdhh0; Bankb1;deposits;109301.56737688126;interest deposits
515;128;Householdhh1; Bankb1;deposits;109301.56737688126;interest deposits
516;129; Firmf0; Bankb0;deposits;120231.72411456937;interest deposits
517;129; Firmf1; Bankb0;deposits;120231.72411456937;interest deposits
518;129;Householdhh0; Bankb1;deposits;120231.72411456937;interest deposits
519;129;Householdhh1; Bankb1;deposits;120231.72411456937;interest deposits
520;130; Firmf0; Bankb0;deposits;132254.8965260263;interest deposits
521;130; Firmf1; Bankb0;deposits;132254.8965260263;interest deposits
522;130;Householdhh0; Bankb1;deposits;132254.8965260263;interest deposits
523;130;Householdhh1; Bankb1;deposits;132254.8965260263;interest deposits
524;131; Firmf0; Bankb0;deposits;145480.38617862895;interest deposits
525;131; Firmf1; Bankb0;deposits;145480.38617862895;interest deposits
526;131;Householdhh0; Bankb1;deposits;145480.38617862895;interest deposits
527;131;Householdhh1; Bankb1;deposits;145480.38617862895;interest deposits
528;132; Firmf0; Bankb0;deposits;160028.42479649186;interest deposits
529;132; Firmf1; Bankb0;deposits;160028.42479649186;interest deposits
530;132;Householdhh0; Bankb1;deposits;160028.42479649186;interest deposits
531;132;Householdhh1; Bankb1;deposits;160028.42479649186;interest deposits
532;133; Firmf0; Bankb0;deposits;176031.26727614104;interest deposits
533;133; Firmf1; Bankb0;deposits;176031.26727614104;interest deposits
534;133;Householdhh0; Bankb1;deposits;176031.26727614104;interest deposits
535;133;Householdhh1; Bankb1;deposits;176031.26727614104;interest deposits
536;134; Firmf0; Bankb0;deposits;193634.39400375515;interest deposits
537;134; Firmf1; Bankb0;deposits;193634.39400375515;interest deposits
538;134;Householdhh0; Bankb1;deposits;193634.39400375515;interest deposits
539;134;Householdhh1; Bankb1;deposits;193634.39400375515;interest deposits
540;135; Firmf0; Bankb0;deposits;212997.83340413065;interest deposits
541;135; Firmf1; Bankb0;deposits;212997.83340413065;interest deposits
542;135;Householdhh0; Bankb1;deposits;212997.83340413065;interest deposits
543;135;Householdhh1; Bankb1;deposits;212997.83340413065;interest deposits
544;136; Firmf0; Bankb0;deposits;234297.61674454372;interest deposits
545;136; Firmf1; Bankb0;deposits;234297.61674454372;interest deposits
546;136;Householdhh0; Bankb1;deposits;234297.61674454372;interest deposits
547;136;Householdhh1; Bankb1;deposits;234297.61674454372;interest deposits
548;137; Firmf0; Bankb0;deposits;257727.3784189981;interest deposits
549;137; Firmf1; Bankb0;deposits;257727.3784189981;interest deposits
550;137;Householdhh0; Bankb1;deposits;257727.3784189981;interest deposits
551;137;Householdhh1; Bankb1;deposits;257727.3784189981;interest deposits
552;138; Firmf0; Bankb0;deposits;283500.11626089795;interest deposits
553;138; Firmf1; Bankb0;deposits;283500.11626089795;interest deposits
554;138;Householdhh0; Bankb1;deposits;283500.11626089795;interest deposits
555;138;Householdhh1; Bankb1;deposits;283500.11626089795;interest deposits
556;139; Firmf0; Bankb0;deposits;311850.1278869877;interest deposits
557;139; Firmf1; Bankb0;deposits;311850.1278869877;interest deposits
558;139;Householdhh0; Bankb1;deposits;311850.1278869877;interest deposits
559;139;Householdhh1; Bankb1;deposits;311850.1278869877;interest deposits
560;140; Firmf0; Bankb0;deposits;343035.14067568653;interest deposits
561;140; Firmf1; Bankb0;deposits;343035.14067568653;interest deposits
562;140;Householdhh0; Bankb1;deposits;343035.14067568653;interest deposits
563;140;Householdhh1; Bankb1;deposits;343035.14067568653;interest deposits
564;141; Firmf0; Bankb0;deposits;377338.6547432551;interest deposits
565;141; Firmf1; Bankb0;deposits;377338.6547432551;interest deposits
566;141;Householdhh0; Bankb1;deposits;377338.6547432551;interest deposits
567;141;Householdhh1; Bankb1;deposits;377338.6547432551;interest deposits
568;142; Firmf0; Bankb0;deposits;415072.52021758066;interest deposits
569;142; Firmf1; Bankb0;deposits;415072.52021758066;interest deposits
570;142;Householdhh0; Bankb1;deposits;415072.52021758066;interest deposits
571;142;Householdhh1; Bankb1;deposits;415072.52021758066;interest deposits
572;143; Firmf0; Bankb0;deposits;456579.7722393387;interest deposits
573;143; Firmf1; Bankb0;deposits;456579.7722393387;interest deposits
574;143;Householdhh0; Bankb1;deposits;456579.7722393387;interest deposits
575;143;Householdhh1; Bankb1;deposits;456579.7722393387;interest deposits
576;144; Firmf0; Bankb0;deposits;502237.7494632726;interest deposits
577;144; Firmf1; Bankb0;deposits;502237.7494632726;interest deposits
578;144;Householdhh0; Bankb1;deposits;502237.7494632726;interest deposits
579;144;Householdhh1; Bankb1;deposits;502237.7494632726;interest deposits
580;145; Firmf0; Bankb0;deposits;552461.5244095998;interest deposits
581;145; Firmf1; Bankb0;deposits;552461.5244095998;interest deposits
582;145;Householdhh0; Bankb1;deposits;552461.5244095998;interest deposits
583;145;Householdhh1; Bankb1;deposits;552461.5244095998;interest deposits
584;146; Firmf0; Bankb0;deposits;607707.6768505598;interest deposits
585;146; Firmf1; Bankb0;deposits;607707.6768505598;interest deposits
586;146;Householdhh0; Bankb1;deposits;607707.6768505598;interest deposits
587;146;Householdhh1; Bankb1;deposits;607707.6768505598;interest deposits
588;147; Firmf0; Bankb0;deposits;668478.4445356159;interest deposits
589;147; Firmf1; Bankb0;deposits;668478.4445356159;interest deposits
590;147;Householdhh0; Bankb1;deposits;668478.4445356159;interest deposits
591;147;Householdhh1; Bankb1;deposits;668478.4445356159;interest deposits
592;148; Firmf0; Bankb0;deposits;735326.2889891774;interest deposits
593;148; Firmf1; Bankb0;deposits;735326.2889891774;interest deposits
594;148;Householdhh0; Bankb1;deposits;735326.2889891774;interest deposits
595;148;Householdhh1; Bankb1;deposits;735326.2889891774;interest deposits
596;149; Firmf0; Bankb0;deposits;808858.9178880951;interest deposits
597;149; Firmf1; Bankb0;deposits;808858.9178880951;interest deposits
598;149;Householdhh0; Bankb1;deposits;808858.9178880951;interest deposits
599;149;Householdhh1; Bankb1;deposits;808858.9178880951;interest deposits
600;150; Firmf0; Bankb0;deposits;889744.8096769047;interest deposits
601;150; Firmf1; Bankb0;deposits;889744.8096769047;interest deposits
602;150;Householdhh0; Bankb1;deposits;889744.8096769047;interest deposits
603;150;Householdhh1; Bankb1;deposits;889744.8096769047;interest deposits
604;151; Firmf0; Bankb0;deposits;978719.290644595;interest deposits
605;151; Firmf1; Bankb0;deposits;978719.290644595;interest deposits
606;151;Householdhh0; Bankb1;deposits;978719.290644595;interest deposits
607;151;Householdhh1; Bankb1;deposits;978719.290644595;interest deposits
608;152; Firmf0; Bankb0;deposits;1076591.2197090546;interest deposits
609;152; Firmf1; Bankb0;deposits;1076591.2197090546;interest deposits
610;152;Householdhh0; Bankb1;deposits;1076591.2197090546;interest deposits
611;152;Householdhh1; Bankb1;deposits;1076591.2197090546;interest deposits
612;153; Firmf0; Bankb0;deposits;1184250.3416799603;interest deposits
613;153; Firmf1; Bankb0;deposits;1184250.3416799603;interest deposits
614;153;Householdhh0; Bankb1;deposits;1184250.3416799603;interest deposits
615;153;Householdhh1; Bankb1;deposits;1184250.3416799603;interest deposits
616;154; Firmf0; Bankb0;deposits;1302675.3758479562;interest deposits
617;154; Firmf1; Bankb0;deposits;1302675.3758479562;interest deposits
618;154;Householdhh0; Bankb1;deposits;1302675.3758479562;interest deposits
619;154;Householdhh1; Bankb1;deposits;1302675.3758479562;interest deposits
620;155; Firmf0; Bankb0;deposits;1432942.9134327518;interest deposits
621;155; Firmf1; Bankb0;deposits;1432942.9134327518;interest deposits
622;155;Householdhh0; Bankb1;deposits;1432942.9134327518;interest deposits
623;155;Householdhh1; Bankb1;deposits;1432942.9134327518;interest deposits
624;156; Firmf0; Bankb0;deposits;1576237.2047760272;interest deposits
625;156; Firmf1; Bankb0;deposits;1576237.2047760272;interest deposits
626;156;Householdhh0; Bankb1;deposits;1576237.2047760272;interest deposits
627;156;Householdhh1; Bankb1;deposits;1576237.2047760272;interest deposits
628;157; Firmf0; Bankb0;deposits;1733860.9252536297;interest deposits
629;157; Firmf1; Bankb0;deposits;1733860.9252536297;interest deposits
630;157;Householdhh0; Bankb1;deposits;1733860.9252536297;interest deposits
631;157;Householdhh1; Bankb1;deposits;1733860.9252536297;interest deposits
632;158; Firmf0; Bankb0;deposits;1907247.0177789927;interest deposits
633;158; Firmf1; Bankb0;deposits;1907247.0177789927;interest deposits
634;158;Householdhh0; Bankb1;deposits;1907247.0177789927;interest deposits
635;158;Householdhh1; Bankb1;deposits;1907247.0177789927;interest deposits
636;159; Firmf0; Bankb0;deposits;2097971.719556892;interest deposits
637;159; Firmf1; Bankb0;deposits;2097971.719556892;interest deposits
638;159;Householdhh0; Bankb1;deposits;2097971.719556892;interest deposits
639;159;Householdhh1; Bankb1;deposits;2097971.719556892;interest deposits
640;160; Firmf0; Bankb0;deposits;2307768.891512581;interest deposits
641;160; Firmf1; Bankb0;deposits;2307768.891512581;interest deposits
642;160;Householdhh0; Bankb1;deposits;2307768.891512581;interest deposits
643;160;Householdhh1; Bankb1;deposits;2307768.891512581;interest deposits
644;161; Firmf0; Bankb0;deposits;2538545.780663839;interest deposits
645;161; Firmf1; Bankb0;deposits;2538545.780663839;interest deposits
646;161;Householdhh0; Bankb1;deposits;2538545.780663839;interest deposits
647;161;Householdhh1; Bankb1;deposits;2538545.780663839;interest deposits
648;162; Firmf0; Bankb0;deposits;2792400.358730223;interest deposits
649;162; Firmf1; Bankb0;deposits;2792400.358730223;interest deposits
650;162;Householdhh0; Bankb1;deposits;2792400.358730223;interest deposits
651;162;Householdhh1; Bankb1;deposits;2792400.358730223;interest deposits
652;163; Firmf0; Bankb0;deposits;3071640.3946032454;interest deposits
653;163; Firmf1; Bankb0;deposits;3071640.3946032454;interest deposits
654;163;Householdhh0; Bankb1;deposits;3071640.3946032454;interest deposits
655;163;Householdhh1; Bankb1;deposits;3071640.3946032454;interest deposits
656;164; Firmf0; Bankb0;deposits;3378804.4340635706;interest deposits
657;164; Firmf1; Bankb0;deposits;3378804.4340635706;interest deposits
658;164;Householdhh0; Bankb1;deposits;3378804.4340635706;interest deposits
659;164;Householdhh1; Bankb1;deposits;3378804.4340635706;interest deposits
660;165; Firmf0; Bankb0;deposits;3716684.877469927;interest deposits
661;165; Firmf1; Bankb0;deposits;3716684.877469927;interest deposits
662;165;Householdhh0; Bankb1;deposits;3716684.877469927;interest deposits
663;165;Householdhh1; Bankb1;deposits;3716684.877469927;interest deposits
664;166; Firmf0; Bankb0;deposits;4088353.36521692;interest deposits
665;166; Firmf1; Bankb0;deposits;4088353.36521692;interest deposits
666;166;Householdhh0; Bankb1;deposits;4088353.36521692;interest deposits
667;166;Householdhh1; Bankb1;deposits;4088353.36521692;interest deposits
668;167; Firmf0; Bankb0;deposits;4497188.701738612;interest deposits
669;167; Firmf1; Bankb0;deposits;4497188.701738612;interest deposits
670;167;Householdhh0; Bankb1;deposits;4497188.701738612;interest deposits
671;167;Householdhh1; Bankb1;deposits;4497188.701738612;interest deposits
672;168; Firmf0; Bankb0;deposits;4946907.571912473;interest deposits
673;168; Firmf1; Bankb0;deposits;4946907.571912473;interest deposits
674;168;Householdhh0; Bankb1;deposits;4946907.571912473;interest deposits
675;168;Householdhh1; Bankb1;deposits;4946907.571912473;interest deposits
676;169; Firmf0; Bankb0;deposits;5441598.32910372;interest deposits
677;169; Firmf1; Bankb0;deposits;5441598.32910372;interest deposits
678;169;Householdhh0; Bankb1;deposits;5441598.32910372;interest deposits
679;169;Householdhh1; Bankb1;deposits;5441598.32910372;interest deposits
680;170; Firmf0; Bankb0;deposits;5985758.162014093;interest deposits
681;170; Firmf1; Bankb0;deposits;5985758.162014093;interest deposits
682;170;Householdhh0; Bankb1;deposits;5985758.162014093;interest deposits
683;170;Householdhh1; Bankb1;deposits;5985758.162014093;interest deposits
684;171; Firmf0; Bankb0;deposits;6584333.978215503;interest deposits
685;171; Firmf1; Bankb0;deposits;6584333.978215503;interest deposits
686;171;Householdhh0; Bankb1;deposits;6584333.978215503;interest deposits
687;171;Householdhh1; Bankb1;deposits;6584333.978215503;interest deposits
688;172; Firmf0; Bankb0;deposits;7242767.376037053;interest deposits
689;172; Firmf1; Bankb0;deposits;7242767.376037053;interest deposits
690;172;Householdhh0; Bankb1;deposits;7242767.376037053;interest deposits
691;172;Householdhh1; Bankb1;deposits;7242767.376037053;interest deposits
692;173; Firmf0; Bankb0;deposits;7967044.113640757;interest deposits
693;173; Firmf1; Bankb0;deposits;7967044.113640757;interest deposits
694;173;Householdhh0; Bankb1;deposits;7967044.113640757;interest deposits
695;173;Householdhh1; Bankb1;deposits;7967044.113640757;interest deposits
696;174; Firmf0; Bankb0;deposits;8763748.525004832;interest deposits
697;174; Firmf1; Bankb0;deposits;8763748.525004832;interest deposits
698;174;Householdhh0; Bankb1;deposits;8763748.525004832;interest deposits
699;174;Householdhh1; Bankb1;deposits;8763748.525004832;interest deposits
700;175; Firmf0; Bankb0;deposits;9640123.377505315;interest deposits
701;175; Firmf1; Bankb0;deposits;9640123.377505315;interest deposits
702;175;Householdhh0; Bankb1;deposits;9640123.377505315;interest deposits
703;175;Householdhh1; Bankb1;deposits;9640123.377505315;interest deposits
704;176; Firmf0; Bankb0;deposits;10604135.715255849;interest deposits
705;176; Firmf1; Bankb0;deposits;10604135.715255849;interest deposits
706;176;Householdhh0; Bankb1;deposits;10604135.715255849;interest deposits
707;176;Householdhh1; Bankb1;deposits;10604135.715255849;interest deposits
708;177; Firmf0; Bankb0;deposits;11664549.286781434;interest deposits
709;177; Firmf1; Bankb0;deposits;11664549.286781434;interest deposits
710;177;Householdhh0; Bankb1;deposits;11664549.286781434;interest deposits
711;177;Householdhh1; Bankb1;deposits;11664549.286781434;interest deposits
712;178; Firmf0; Bankb0;deposits;12831004.215459578;interest deposits
713;178; Firmf1; Bankb0;deposits;12831004.215459578;interest deposits
714;178;Householdhh0; Bankb1;deposits;12831004.215459578;interest deposits
715;178;Householdhh1; Bankb1;deposits;12831004.215459578;interest deposits
716;179; Firmf0; Bankb0;deposits;14114104.637005536;interest deposits
717;179; Firmf1; Bankb0;deposits;14114104.637005536;interest deposits
718;179;Householdhh0; Bankb1;deposits;14114104.637005536;interest deposits
719;179;Householdhh1; Bankb1;deposits;14114104.637005536;interest deposits
720;180; Firmf0; Bankb0;deposits;15525515.10070609;interest deposits
721;180; Firmf1; Bankb0;deposits;15525515.10070609;interest deposits
722;180;Householdhh0; Bankb1;deposits;15525515.10070609;interest deposits
723;180;Householdhh1; Bankb1;deposits;15525515.10070609;interest deposits
724;181; Firmf0; Bankb0;deposits;17078066.6107767;interest deposits
725;181; Firmf1; Bankb0;deposits;17078066.6107767;interest deposits
726;181;Householdhh0; Bankb1;deposits;17078066.6107767;interest deposits
727;181;Householdhh1; Bankb1;deposits;17078066.6107767;interest deposits
728;182; Firmf0; Bankb0;deposits;18785873.271854367;interest deposits
729;182; Firmf1; Bankb0;deposits;18785873.271854367;interest deposits
730;182;Householdhh0; Bankb1;deposits;18785873.271854367;interest deposits
731;182;Householdhh1; Bankb1;deposits;18785873.271854367;interest deposits
732;183; Firmf0; Bankb0;deposits;20664460.599039808;interest deposits
733;183; Firmf1; Bankb0;deposits;20664460.599039808;interest deposits
734;183;Householdhh0; Bankb1;deposits;20664460.599039808;interest deposits
735;183;Householdhh1; Bankb1;deposits;20664460.599039808;interest deposits
736;184; Firmf0; Bankb0;deposits;22730906.658943787;interest deposits
737;184; Firmf1; Bankb0;deposits;22730906.658943787;interest deposits
738;184;Householdhh0; Bankb1;deposits;22730906.658943787;interest deposits
739;184;Householdhh1; Bankb1;deposits;22730906.658943787;interest deposits
740;185; Firmf0; Bankb0;deposits;25003997.32483816;interest deposits
741;185; Firmf1; Bankb0;deposits;25003997.32483816;interest deposits
742;185;Householdhh0; Bankb1;deposits;25003997.32483816;interest deposits
743;185;Householdhh1; Bankb1;deposits;25003997.32483816;interest deposits
744;186; Firmf0; Bankb0;deposits;27504397.05732198;interest deposits
745;186; Firmf1; Bankb0;deposits;27504397.05732198;interest deposits
746;186;Householdhh0; Bankb1;deposits;27504397.05732198;interest deposits
747;186;Householdhh1; Bankb1;deposits;27504397.05732198;interest deposits
748;187; Firmf0; Bankb0;deposits;30254836.763054177;interest deposits
749;187; Firmf1; Bankb0;deposits;30254836.763054177;interest deposits
750;187;Householdhh0; Bankb1;deposits;30254836.763054177;interest deposits
751;187;Householdhh1; Bankb1;deposits;30254836.763054177;interest deposits
